Date of data,Commodity code,Commodity,Trading partner code,Trading partner,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
201805,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",330,Sweden,14,Number of item,0,Kilogram,"884,241"
201805,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",410,Brazil,6,Number of item,0,Kilogram,"268,970"
201805,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",434,Peru,3,Number of item,0,Kilogram,"27,000"
201805,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",502,United States,223,Number of item,0,Kilogram,"10,416,412"
201805,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",601,Australia,10,Number of item,0,Kilogram,"480,898"
201805,87036000,"Motor vehicles designed mainly for transport of persons, with both spark-ignition internal combustion piston engine and electric motors for propulsion, capable of being charged by plugging to external source of power",609,New Zealand,1,Number of item,0,Kilogram,"44,715"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",103,Bangladesh,246,Number of item,0,Kilogram,"155,734"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",105,Brunei,12,Number of item,0,Kilogram,"6,960"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",106,Myanmar,5,Number of item,0,Kilogram,"46,062"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",114,Iraq,5,Number of item,0,Kilogram,"88,698"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",116,Japan,38,Number of item,0,Kilogram,"67,080"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",117,Jordan,2,Number of item,0,Kilogram,"13,800"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",122,Malaysia,1,Number of item,0,Kilogram,"3,500"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,2,Number of item,0,Kilogram,"30,000"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",127,Pakistan,2,Number of item,0,Kilogram,"19,017"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",130,Qatar,2,Number of item,0,Kilogram,"9,492"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,97,Number of item,0,Kilogram,"222,796"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,2,Number of item,0,Kilogram,"6,750"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",137,T¨¹rkiye,127,Number of item,0,Kilogram,"67,441"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",138,United Arab Emirates,2,Number of item,0,Kilogram,"2,700"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",141,Viet Nam,2,Number of item,0,Kilogram,"10,249"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",145,Kazakhstan,1,Number of item,0,Kilogram,350
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",149,Uzbekistan,3,Number of item,0,Kilogram,524
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,11,Number of item,0,Kilogram,"54,600"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",226,Libya,2,Number of item,0,Kilogram,"4,916"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",252,"Democratic Republic of Congo",15,Number of item,0,Kilogram,"30,491"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,63,Number of item,0,Kilogram,"126,485"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,14,Number of item,0,Kilogram,"17,010"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,46,Number of item,0,Kilogram,"302,990"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,6,Number of item,0,Kilogram,"10,608"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",310,Greece,6,Number of item,0,Kilogram,"64,800"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",315,Austria,11,Number of item,0,Kilogram,"138,000"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,77,Number of item,0,Kilogram,"179,880"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",321,Hungary,4,Number of item,0,Kilogram,"9,600"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,1,Number of item,0,Kilogram,"22,084"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",327,Poland,3,Number of item,0,Kilogram,"26,400"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",328,Romania,72,Number of item,0,Kilogram,"32,780"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,13,Number of item,0,Kilogram,"64,433"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,4,Number of item,0,Kilogram,"9,860"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",337,Georgia(Before 2023),38,Number of item,0,Kilogram,"35,969"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",344,Russia,1,Number of item,0,Kilogram,"1,500"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,7,Number of item,0,Kilogram,"24,638"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",353,Slovakia,10,Number of item,0,Kilogram,"93,860"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,4,Number of item,0,Kilogram,"112,000"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",423,Guatemala,9,Number of item,0,Kilogram,"15,929"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",429,Mexico,2,Number of item,0,Kilogram,"6,476"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",432,Panama,2,Number of item,0,Kilogram,"25,545"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",433,Paraguay,5,Number of item,0,Kilogram,"88,200"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",434,Peru,2,Number of item,0,Kilogram,"14,500"
201805,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",444,Uruguay,2,Number of item,0,Kilogram,"41,666"
