"","Year","Quarter","Sector","Measure","Value","SE","Lower.CI","Upper.CI","date"
"332",2022,2,"313","Logistics/transportation constraints",17.6,"D",NA,NA,2022-04-01
"333",2022,2,"314","Logistics/transportation constraints",22.2,"1.4",NA,NA,2022-04-01
"334",2022,2,"315","Logistics/transportation constraints",NA,"4",NA,NA,2022-04-01
"335",2022,2,"316","Logistics/transportation constraints",NA,"3.1",NA,NA,2022-04-01
"336",2022,2,"321","Logistics/transportation constraints",20.9,"3",NA,NA,2022-04-01
"337",2022,2,"322","Logistics/transportation constraints",26.7,"4.5",NA,NA,2022-04-01
"338",2022,2,"323","Logistics/transportation constraints",5.1,"2.3",NA,NA,2022-04-01
"339",2022,2,"324","Logistics/transportation constraints",5.1,"2.5",NA,NA,2022-04-01
"340",2022,2,"325","Logistics/transportation constraints",16.9,"2.8",NA,NA,2022-04-01
"341",2022,2,"326","Logistics/transportation constraints",15.3,"4",NA,NA,2022-04-01
"342",2022,2,"327","Logistics/transportation constraints",14.5,"0.5",NA,NA,2022-04-01
"343",2022,2,"331","Logistics/transportation constraints",11.1,"5.9",NA,NA,2022-04-01
"344",2022,2,"332","Logistics/transportation constraints",12.6,"4.1",NA,NA,2022-04-01
"345",2022,2,"333","Logistics/transportation constraints",11.6,"1.5",NA,NA,2022-04-01
"346",2022,2,"334","Logistics/transportation constraints",10.1,"4.6",NA,NA,2022-04-01
"347",2022,2,"335","Logistics/transportation constraints",12.6,"6.7",NA,NA,2022-04-01
"348",2022,2,"336","Logistics/transportation constraints",14.3,"12.9",NA,NA,2022-04-01
"349",2022,2,"337","Logistics/transportation constraints",24.7,"10.5",NA,NA,2022-04-01
"350",2022,2,"339","Logistics/transportation constraints",1,"18.4",NA,NA,2022-04-01
"351",2022,2,"All","Sufficient inventory of finished goods",5.1,"19.7",NA,NA,2022-04-01
"352",2022,2,"311","Sufficient inventory of finished goods",4.6,"7",NA,NA,2022-04-01
"353",2022,2,"312","Sufficient inventory of finished goods",12.7,"9.9",NA,NA,2022-04-01
"354",2022,2,"313","Sufficient inventory of finished goods",22.6,"7.1",NA,NA,2022-04-01
"355",2022,2,"314","Sufficient inventory of finished goods",NA,"13.5",NA,NA,2022-04-01
"356",2022,2,"315","Sufficient inventory of finished goods",NA,"5.5",NA,NA,2022-04-01
"357",2022,2,"316","Sufficient inventory of finished goods",NA,"6.1",NA,NA,2022-04-01
"358",2022,2,"321","Sufficient inventory of finished goods",2.7,"4.5",NA,NA,2022-04-01
"359",2022,2,"322","Sufficient inventory of finished goods",2.5,"7.2",NA,NA,2022-04-01
"360",2022,2,"323","Sufficient inventory of finished goods",0,"3.6",NA,NA,2022-04-01
"361",2022,2,"324","Sufficient inventory of finished goods",1.7,"5.5",NA,NA,2022-04-01
"362",2022,2,"325","Sufficient inventory of finished goods",12.9,"7.4",NA,NA,2022-04-01
"363",2022,2,"326","Sufficient inventory of finished goods",5.9,"9",NA,NA,2022-04-01
"364",2022,2,"327","Sufficient inventory of finished goods",6.6,"7.5",NA,NA,2022-04-01
"365",2022,2,"331","Sufficient inventory of finished goods",1,"9",NA,NA,2022-04-01
"366",2022,2,"332","Sufficient inventory of finished goods",2.4,"7.1",NA,NA,2022-04-01
"367",2022,2,"333","Sufficient inventory of finished goods",6.5,"1.6",NA,NA,2022-04-01
"368",2022,2,"334","Sufficient inventory of finished goods",5.3,"5",NA,NA,2022-04-01
"369",2022,2,"335","Sufficient inventory of finished goods",7.7,"9.1",NA,NA,2022-04-01
"370",2022,2,"336","Sufficient inventory of finished goods",3,"12.7",NA,NA,2022-04-01
"371",2022,2,"337","Sufficient inventory of finished goods",NA,"14",NA,NA,2022-04-01
"372",2022,2,"339","Sufficient inventory of finished goods",7.5,"11.8",NA,NA,2022-04-01
"373",2022,1,"All","Not profitable to operate at full capacity",8.5,"33.8",NA,NA,2022-01-01
"374",2022,1,"311","Not profitable to operate at full capacity",10.8,"7.2",NA,NA,2022-01-01
"375",2022,1,"312","Not profitable to operate at full capacity",17.1,"9.6",NA,NA,2022-01-01
"376",2022,1,"313","Not profitable to operate at full capacity",NA,"6.7",NA,NA,2022-01-01
"377",2022,1,"314","Not profitable to operate at full capacity",NA,"14.7",NA,NA,2022-01-01
"378",2022,1,"315","Not profitable to operate at full capacity",11,"5.5",NA,NA,2022-01-01
"379",2022,1,"316","Not profitable to operate at full capacity",NA,"5.9",NA,NA,2022-01-01
"380",2022,1,"321","Not profitable to operate at full capacity",8.1,"6.9",NA,NA,2022-01-01
"381",2022,1,"322","Not profitable to operate at full capacity",18.6,"8.3",NA,NA,2022-01-01
"382",2022,1,"323","Not profitable to operate at full capacity",NA,"3.8",NA,NA,2022-01-01
"383",2022,1,"324","Not profitable to operate at full capacity",2,"5.5",NA,NA,2022-01-01
"384",2022,1,"325","Not profitable to operate at full capacity",14.7,"7.3",NA,NA,2022-01-01
"385",2022,1,"326","Not profitable to operate at full capacity",6.5,"8.7",NA,NA,2022-01-01
"386",2022,1,"327","Not profitable to operate at full capacity",5.6,"7.6",NA,NA,2022-01-01
"387",2022,1,"331","Not profitable to operate at full capacity",7,"8.9",NA,NA,2022-01-01
"388",2022,1,"332","Not profitable to operate at full capacity",9.7,"7.1",NA,NA,2022-01-01
"389",2022,1,"333","Not profitable to operate at full capacity",6,"1.6",NA,NA,2022-01-01
"390",2022,1,"334","Not profitable to operate at full capacity",5,"4.9",NA,NA,2022-01-01
"391",2022,1,"335","Not profitable to operate at full capacity",5.6,"5.2",NA,NA,2022-01-01
"392",2022,1,"336","Not profitable to operate at full capacity",0.9,"13",NA,NA,2022-01-01
"393",2022,1,"337","Not profitable to operate at full capacity",10.4,"15.5",NA,NA,2022-01-01
"394",2022,1,"339","Not profitable to operate at full capacity",9.6,"12.7",NA,NA,2022-01-01
"395",2022,1,"All","Insufficient supply of materials",39.2,"29.1",NA,NA,2022-01-01
"396",2022,1,"311","Insufficient supply of materials",30.5,"7.7",NA,NA,2022-01-01
"397",2022,1,"312","Insufficient supply of materials",17.2,"9",NA,NA,2022-01-01
"398",2022,1,"313","Insufficient supply of materials",37.7,"6.8",NA,NA,2022-01-01
"399",2022,1,"314","Insufficient supply of materials",12,"4.6",NA,NA,2022-01-01
"400",2022,1,"315","Insufficient supply of materials",40.6,"5.6",NA,NA,2022-01-01
"401",2022,1,"316","Insufficient supply of materials",16.7,"6.1",NA,NA,2022-01-01
"402",2022,1,"321","Insufficient supply of materials",34,"7.1",NA,NA,2022-01-01
"403",2022,1,"322","Insufficient supply of materials",47.4,"9.2",NA,NA,2022-01-01
"404",2022,1,"323","Insufficient supply of materials",56.5,"3.8",NA,NA,2022-01-01
"405",2022,1,"324","Insufficient supply of materials",25.5,"5.5",NA,NA,2022-01-01
"406",2022,1,"325","Insufficient supply of materials",40.9,"6.8",NA,NA,2022-01-01
"407",2022,1,"326","Insufficient supply of materials",43.1,"9",NA,NA,2022-01-01
"408",2022,1,"327","Insufficient supply of materials",11.9,"7.6",NA,NA,2022-01-01
"409",2022,1,"331","Insufficient supply of materials",15.4,"9.3",NA,NA,2022-01-01
"410",2022,1,"332","Insufficient supply of materials",35.1,"7.1",NA,NA,2022-01-01
"411",2022,1,"333","Insufficient supply of materials",57.1,"1.1",NA,NA,2022-01-01
"412",2022,1,"334","Insufficient supply of materials",55.1,"3.3",NA,NA,2022-01-01
"413",2022,1,"335","Insufficient supply of materials",57.3,"5.9",NA,NA,2022-01-01
"414",2022,1,"336","Insufficient supply of materials",47.6,"5.3",NA,NA,2022-01-01
"415",2022,1,"337","Insufficient supply of materials",40.5,"4",NA,NA,2022-01-01
"416",2022,1,"339","Insufficient supply of materials",43,"D",NA,NA,2022-01-01
"417",2022,1,"All","Insufficient orders",48.3,"D",NA,NA,2022-01-01
"418",2022,1,"311","Insufficient orders",49,"4.3",NA,NA,2022-01-01
"419",2022,1,"312","Insufficient orders",50.4,"8.8",NA,NA,2022-01-01
"420",2022,1,"313","Insufficient orders",61.5,"2.5",NA,NA,2022-01-01
"421",2022,1,"314","Insufficient orders",71.1,"1.8",NA,NA,2022-01-01
"422",2022,1,"315","Insufficient orders",27.5,"4.9",NA,NA,2022-01-01
"423",2022,1,"316","Insufficient orders",28,"5.6",NA,NA,2022-01-01
"424",2022,1,"321","Insufficient orders",28.7,"4.4",NA,NA,2022-01-01
"425",2022,1,"322","Insufficient orders",34.5,"5.6",NA,NA,2022-01-01
"426",2022,1,"323","Insufficient orders",65.5,"2.7",NA,NA,2022-01-01
"427",2022,1,"324","Insufficient orders",37.6,"3.1",NA,NA,2022-01-01
"428",2022,1,"325","Insufficient orders",39.8,"4.8",NA,NA,2022-01-01
"429",2022,1,"326","Insufficient orders",37.4,"6.8",NA,NA,2022-01-01
"430",2022,1,"327","Insufficient orders",31.8,"5.2",NA,NA,2022-01-01
"431",2022,1,"331","Insufficient orders",30.8,"5",NA,NA,2022-01-01
"432",2022,1,"332","Insufficient orders",59,"3.4",NA,NA,2022-01-01
"433",2022,1,"333","Insufficient orders",43.6,"0.6",NA,NA,2022-01-01
"434",2022,1,"334","Insufficient orders",53.8,"2.2",NA,NA,2022-01-01
"435",2022,1,"335","Insufficient orders",59.2,"6.6",NA,NA,2022-01-01
"436",2022,1,"336","Insufficient orders",43.9,"2.3",NA,NA,2022-01-01
"437",2022,1,"337","Insufficient orders",31.9,"D",NA,NA,2022-01-01
"438",2022,1,"339","Insufficient orders",60,"D",NA,NA,2022-01-01
"439",2022,1,"All","Insufficient supply of labor",45.2,"0",NA,NA,2022-01-01
"440",2022,1,"311","Insufficient supply of labor",38.9,"1.1",NA,NA,2022-01-01
"441",2022,1,"312","Insufficient supply of labor",10.1,"5.8",NA,NA,2022-01-01
"442",2022,1,"313","Insufficient supply of labor",44.3,"D",NA,NA,2022-01-01
"443",2022,1,"314","Insufficient supply of labor",38.2,"D",NA,NA,2022-01-01
"444",2022,1,"315","Insufficient supply of labor",70.1,"3.6",NA,NA,2022-01-01
"445",2022,1,"316","Insufficient supply of labor",76,"2.4",NA,NA,2022-01-01
"446",2022,1,"321","Insufficient supply of labor",48.7,"4.3",NA,NA,2022-01-01
"447",2022,1,"322","Insufficient supply of labor",64.5,"4.6",NA,NA,2022-01-01
"448",2022,1,"323","Insufficient supply of labor",37,"1.2",NA,NA,2022-01-01
"449",2022,1,"324","Insufficient supply of labor",7.1,"1.9",NA,NA,2022-01-01
"450",2022,1,"325","Insufficient supply of labor",41.3,"0.5",NA,NA,2022-01-01
"451",2022,1,"326","Insufficient supply of labor",56.4,"D",NA,NA,2022-01-01
"452",2022,1,"327","Insufficient supply of labor",33.3,"D",NA,NA,2022-01-01
"453",2022,1,"331","Insufficient supply of labor",56.1,"0",NA,NA,2022-01-01
"454",2022,1,"332","Insufficient supply of labor",53,"2.4",NA,NA,2022-01-01
"455",2022,1,"333","Insufficient supply of labor",55.1,"1",NA,NA,2022-01-01
"456",2022,1,"334","Insufficient supply of labor",29,"2.4",NA,NA,2022-01-01
"457",2022,1,"335","Insufficient supply of labor",50.8,"6.7",NA,NA,2022-01-01
"458",2022,1,"336","Insufficient supply of labor",43.5,"5.4",NA,NA,2022-01-01
"459",2022,1,"337","Insufficient supply of labor",46.4,"D",NA,NA,2022-01-01
"460",2022,1,"339","Insufficient supply of labor",45.6,"D",NA,NA,2022-01-01
"461",2022,1,"All","Logistics/transportation constraints",14.7,"D",NA,NA,2022-01-01
"462",2022,1,"311","Logistics/transportation constraints",13.8,"6.2",NA,NA,2022-01-01
"463",2022,1,"312","Logistics/transportation constraints",11.8,"6.2",NA,NA,2022-01-01
"464",2022,1,"313","Logistics/transportation constraints",11.1,"4.4",NA,NA,2022-01-01
"465",2022,1,"314","Logistics/transportation constraints",5.9,"13.7",NA,NA,2022-01-01
"466",2022,1,"315","Logistics/transportation constraints",NA,"4.6",NA,NA,2022-01-01
"467",2022,1,"316","Logistics/transportation constraints",NA,"3.7",NA,NA,2022-01-01
"468",2022,1,"321","Logistics/transportation constraints",13.9,"6.1",NA,NA,2022-01-01
"469",2022,1,"322","Logistics/transportation constraints",25.4,"5.6",NA,NA,2022-01-01
"470",2022,1,"323","Logistics/transportation constraints",4.4,"2.5",NA,NA,2022-01-01
"471",2022,1,"324","Logistics/transportation constraints",3.9,"1.5",NA,NA,2022-01-01
"472",2022,1,"325","Logistics/transportation constraints",26.2,"5.7",NA,NA,2022-01-01
"473",2022,1,"326","Logistics/transportation constraints",27.9,"1.6",NA,NA,2022-01-01
"474",2022,1,"327","Logistics/transportation constraints",11.1,"6.3",NA,NA,2022-01-01
"475",2022,1,"331","Logistics/transportation constraints",10.8,"6.2",NA,NA,2022-01-01
"476",2022,1,"332","Logistics/transportation constraints",15.4,"4.5",NA,NA,2022-01-01
"477",2022,1,"333","Logistics/transportation constraints",11.5,"0.9",NA,NA,2022-01-01
"478",2022,1,"334","Logistics/transportation constraints",12,"3.3",NA,NA,2022-01-01
"479",2022,1,"335","Logistics/transportation constraints",21.4,"D",NA,NA,2022-01-01
"480",2022,1,"336","Logistics/transportation constraints",14.6,"3.3",NA,NA,2022-01-01
"481",2022,1,"337","Logistics/transportation constraints",10.4,"0",NA,NA,2022-01-01
"482",2022,1,"339","Logistics/transportation constraints",7.1,"D",NA,NA,2022-01-01
"483",2022,1,"All","Sufficient inventory of finished goods",4.7,"0",NA,NA,2022-01-01
"484",2022,1,"311","Sufficient inventory of finished goods",5.5,"3.3",NA,NA,2022-01-01
"485",2022,1,"312","Sufficient inventory of finished goods",15.6,"6.6",NA,NA,2022-01-01
"486",2022,1,"313","Sufficient inventory of finished goods",4.5,"2.7",NA,NA,2022-01-01
"487",2022,1,"314","Sufficient inventory of finished goods",NA,"1",NA,NA,2022-01-01
"488",2022,1,"315","Sufficient inventory of finished goods",NA,"3.9",NA,NA,2022-01-01
"489",2022,1,"316","Sufficient inventory of finished goods",0,"4.2",NA,NA,2022-01-01
"490",2022,1,"321","Sufficient inventory of finished goods",2.2,"4",NA,NA,2022-01-01
"491",2022,1,"322","Sufficient inventory of finished goods",10,"6.4",NA,NA,2022-01-01
"492",2022,1,"323","Sufficient inventory of finished goods",NA,"2.5",NA,NA,2022-01-01
"493",2022,1,"324","Sufficient inventory of finished goods",NA,"3.6",NA,NA,2022-01-01
"494",2022,1,"325","Sufficient inventory of finished goods",12.1,"3.6",NA,NA,2022-01-01
"495",2022,1,"326","Sufficient inventory of finished goods",4.8,"4.5",NA,NA,2022-01-01
"496",2022,1,"327","Sufficient inventory of finished goods",9.7,"3.1",NA,NA,2022-01-01
"497",2022,1,"331","Sufficient inventory of finished goods",7.4,"4.9",NA,NA,2022-01-01
"498",2022,1,"332","Sufficient inventory of finished goods",2.7,"D",NA,NA,2022-01-01
"499",2022,1,"333","Sufficient inventory of finished goods",3.5,"0.8",NA,NA,2022-01-01
"500",2022,1,"334","Sufficient inventory of finished goods",1.1,"3.2",NA,NA,2022-01-01
"501",2022,1,"335","Sufficient inventory of finished goods",NA,"5.8",NA,NA,2022-01-01
"502",2022,1,"336","Sufficient inventory of finished goods",NA,"2.2",NA,NA,2022-01-01
"503",2022,1,"337","Sufficient inventory of finished goods",0,"D",NA,NA,2022-01-01
"504",2022,1,"339","Sufficient inventory of finished goods",4.5,"D",NA,NA,2022-01-01
"505",2022,1,"All","Other (actual production less than full production)",12.5,"0",NA,NA,2022-01-01
"506",2022,1,"311","Other (actual production less than full production)",7,"5.6",NA,NA,2022-01-01
"507",2022,1,"312","Other (actual production less than full production)",15.8,"3.9",NA,NA,2022-01-01
"508",2022,1,"313","Other (actual production less than full production)",8.5,"D",NA,NA,2022-01-01
"509",2022,1,"314","Other (actual production less than full production)",NA,"D",NA,NA,2022-01-01
"510",2022,1,"315","Other (actual production less than full production)",NA,"3.3",NA,NA,2022-01-01
"511",2022,1,"316","Other (actual production less than full production)",NA,"2.1",NA,NA,2022-01-01
"512",2022,1,"321","Other (actual production less than full production)",19.5,"0.4",NA,NA,2022-01-01
"513",2022,1,"322","Other (actual production less than full production)",11.6,"D",NA,NA,2022-01-01
"514",2022,1,"323","Other (actual production less than full production)",10.5,"1.9",NA,NA,2022-01-01
"515",2022,1,"324","Other (actual production less than full production)",29.6,"3.3",NA,NA,2022-01-01
"516",2022,1,"325","Other (actual production less than full production)",20.4,"D",NA,NA,2022-01-01
"517",2022,1,"326","Other (actual production less than full production)",10,"6.2",NA,NA,2022-01-01
"518",2022,1,"327","Other (actual production less than full production)",21.1,"D",NA,NA,2022-01-01
"519",2022,1,"331","Other (actual production less than full production)",11.3,"4.7",NA,NA,2022-01-01
"520",2022,1,"332","Other (actual production less than full production)",12.7,"4",NA,NA,2022-01-01
"521",2022,1,"333","Other (actual production less than full production)",3.6,"0.6",NA,NA,2022-01-01
"522",2022,1,"334","Other (actual production less than full production)",18.2,"2.2",NA,NA,2022-01-01
"523",2022,1,"335","Other (actual production less than full production)",2.8,"6.6",NA,NA,2022-01-01
"524",2022,1,"336","Other (actual production less than full production)",21.9,"2.3",NA,NA,2022-01-01
"525",2022,1,"337","Other (actual production less than full production)",11.5,"D",NA,NA,2022-01-01
"526",2022,1,"339","Other (actual production less than full production)",11,"D",NA,NA,2022-01-01
"527",2022,1,"All","Equipment limitations",9.9,"0",NA,NA,2022-01-01
"528",2022,1,"311","Equipment limitations",12.1,"1.1",NA,NA,2022-01-01
"529",2022,1,"312","Equipment limitations",NA,"5.8",NA,NA,2022-01-01
"530",2022,1,"313","Equipment limitations",4.8,"D",NA,NA,2022-01-01
"531",2022,1,"314","Equipment limitations",0,"D",NA,NA,2022-01-01
"532",2022,1,"315","Equipment limitations",NA,"3.6",NA,NA,2022-01-01
"533",2022,1,"316","Equipment limitations",0,"2.4",NA,NA,2022-01-01
"534",2022,1,"321","Equipment limitations",5.7,"4.3",NA,NA,2022-01-01
"535",2022,1,"322","Equipment limitations",19.1,"4.6",NA,NA,2022-01-01
"536",2022,1,"323","Equipment limitations",4.7,"1.2",NA,NA,2022-01-01
"537",2022,1,"324","Equipment limitations",2.7,"1.9",NA,NA,2022-01-01
"538",2022,1,"325","Equipment limitations",14.8,"0.5",NA,NA,2022-01-01
"539",2022,1,"326","Equipment limitations",13.9,"D",NA,NA,2022-01-01
"540",2022,1,"327","Equipment limitations",10,"D",NA,NA,2022-01-01
"541",2022,1,"331","Equipment limitations",19.1,"0",NA,NA,2022-01-01
"542",2022,1,"332","Equipment limitations",12.1,"2.4",NA,NA,2022-01-01
"543",2022,1,"333","Equipment limitations",12.6,"0.8",NA,NA,2022-01-01
"544",2022,1,"334","Equipment limitations",6.7,"4",NA,NA,2022-01-01
"545",2022,1,"335","Equipment limitations",9,"7.7",NA,NA,2022-01-01
"546",2022,1,"336","Equipment limitations",5.5,"D",NA,NA,2022-01-01
"547",2022,1,"337","Equipment limitations",8.6,"D",NA,NA,2022-01-01
"548",2022,1,"339","Equipment limitations",NA,"4.6",NA,NA,2022-01-01
"549",2022,1,"All","Storage limitations",6.9,"0",NA,NA,2022-01-01
"550",2022,1,"311","Storage limitations",10.6,"4.9",NA,NA,2022-01-01
"551",2022,1,"312","Storage limitations",10.4,"5.1",NA,NA,2022-01-01
"552",2022,1,"313","Storage limitations",3.7,"3.8",NA,NA,2022-01-01
"553",2022,1,"314","Storage limitations",NA,"10.5",NA,NA,2022-01-01
"554",2022,1,"315","Storage limitations",NA,"2.2",NA,NA,2022-01-01
"555",2022,1,"316","Storage limitations",0,"1.4",NA,NA,2022-01-01
"556",2022,1,"321","Storage limitations",14.6,"6.2",NA,NA,2022-01-01
"557",2022,1,"322","Storage limitations",4.8,"5.7",NA,NA,2022-01-01
"558",2022,1,"323","Storage limitations",NA,"0.9",NA,NA,2022-01-01
"559",2022,1,"324","Storage limitations",NA,"2.6",NA,NA,2022-01-01
"560",2022,1,"325","Storage limitations",9.9,"1.1",NA,NA,2022-01-01
"561",2022,1,"326","Storage limitations",4.7,"D",NA,NA,2022-01-01
"562",2022,1,"327","Storage limitations",0.8,"2.1",NA,NA,2022-01-01
