Year,Quarter,Sector,Measure,Value,SE,Lower CI,Upper CI
2022,1,323,Machinery retirements,0.0,0.0,,
2022,1,324,Machinery retirements,0.0,0.0,,
2022,1,325,Machinery retirements,1.4,0.9,,
2022,1,326,Machinery retirements,D,D,,
2022,1,327,Machinery retirements,0.0,0.0,,
2022,1,331,Machinery retirements,0.0,0.0,,
2022,1,332,Machinery retirements,1.8,1.2,,
2022,1,333,Machinery retirements,D,D,,
2022,1,334,Machinery retirements,D,D,,
2022,1,335,Machinery retirements,D,D,,
2022,1,336,Machinery retirements,D,D,,
2022,1,337,Machinery retirements,D,D,,
2022,1,339,Machinery retirements,0.0,0.0,,
2022,1,All,"Price changed, product mix same",34.6,1.7,,
2022,1,311,"Price changed, product mix same",42.2,5.6,,
2022,1,312,"Price changed, product mix same",19.6,8.9,,
2022,1,313,"Price changed, product mix same",60.8,17.8,,
2022,1,314,"Price changed, product mix same",24.5,15.4,,
2022,1,315,"Price changed, product mix same",19.1,11.7,,
2022,1,316,"Price changed, product mix same",41.5,36.2,,
2022,1,321,"Price changed, product mix same",43.5,7.3,,
2022,1,322,"Price changed, product mix same",52.6,10.4,,
2022,1,323,"Price changed, product mix same",29.6,8.7,,
2022,1,324,"Price changed, product mix same",40.0,17.2,,
2022,1,325,"Price changed, product mix same",48.3,6.1,,
2022,1,326,"Price changed, product mix same",45.0,7.0,,
2022,1,327,"Price changed, product mix same",31.3,7.4,,
2022,1,331,"Price changed, product mix same",67.2,10.1,,
2022,1,332,"Price changed, product mix same",36.0,4.3,,
2022,1,333,"Price changed, product mix same",18.0,4.4,,
2022,1,334,"Price changed, product mix same",21.0,7.3,,
2022,1,335,"Price changed, product mix same",19.8,9.5,,
2022,1,336,"Price changed, product mix same",26.6,7.7,,
2022,1,337,"Price changed, product mix same",35.7,9.1,,
2022,1,339,"Price changed, product mix same",25.1,7.2,,
2022,1,All,Revised estimation assumptions,8.8,1.0,,
2022,1,311,Revised estimation assumptions,12.7,3.9,,
2022,1,312,Revised estimation assumptions,11.2,6.8,,
2022,1,313,Revised estimation assumptions,13.0,9.1,,
2022,1,314,Revised estimation assumptions,23.2,15.0,,
2022,1,315,Revised estimation assumptions,22.9,13.2,,
2022,1,316,Revised estimation assumptions,0.0,0.0,,
2022,1,321,Revised estimation assumptions,8.6,3.8,,
2022,1,322,Revised estimation assumptions,7.3,5.7,,
2022,1,323,Revised estimation assumptions,D,D,,
2022,1,324,Revised estimation assumptions,2.8,1.7,,
2022,1,325,Revised estimation assumptions,11.4,3.8,,
2022,1,326,Revised estimation assumptions,8.6,4.1,,
2022,1,327,Revised estimation assumptions,11.9,5.6,,
2022,1,331,Revised estimation assumptions,9.9,4.1,,
2022,1,332,Revised estimation assumptions,6.3,2.2,,
2022,1,333,Revised estimation assumptions,9.5,3.5,,
2022,1,334,Revised estimation assumptions,5.0,2.5,,
2022,1,335,Revised estimation assumptions,9.1,6.3,,
2022,1,336,Revised estimation assumptions,10.3,4.9,,
2022,1,337,Revised estimation assumptions,2.4,1.4,,
2022,1,339,Revised estimation assumptions,6.6,4.1,,
2022,1,All,Change in method of operation,5.9,0.9,,
2022,1,311,Change in method of operation,5.3,2.5,,
2022,1,312,Change in method of operation,D,D,,
2022,1,313,Change in method of operation,0.0,0.0,,
2022,1,314,Change in method of operation,D,D,,
2022,1,315,Change in method of operation,D,D,,
2022,1,316,Change in method of operation,D,D,,
2022,1,321,Change in method of operation,7.6,4.5,,
2022,1,322,Change in method of operation,D,D,,
2022,1,323,Change in method of operation,D,D,,
2022,1,324,Change in method of operation,0.0,0.0,,
2022,1,325,Change in method of operation,3.5,2.2,,
2022,1,326,Change in method of operation,4.6,2.8,,
2022,1,327,Change in method of operation,D,D,,
2022,1,331,Change in method of operation,0.7,0.3,,
2022,1,332,Change in method of operation,7.8,2.5,,
2022,1,333,Change in method of operation,10.1,3.9,,
2022,1,334,Change in method of operation,4.3,4.1,,
2022,1,335,Change in method of operation,D,D,,
2022,1,336,Change in method of operation,4.2,3.7,,
2022,1,337,Change in method of operation,5.9,4.3,,
2022,1,339,Change in method of operation,12.3,5.6,,
2022,1,All,Change in product mix or specifications,24.0,1.5,,
2022,1,311,Change in product mix or specifications,24.2,4.7,,
2022,1,312,Change in product mix or specifications,44.3,10.9,,
2022,1,313,Change in product mix or specifications,57.6,19.4,,
2022,1,314,Change in product mix or specifications,6.7,4.9,,
2022,1,315,Change in product mix or specifications,23.7,15.0,,
2022,1,316,Change in product mix or specifications,D,D,,
2022,1,321,Change in product mix or specifications,18.8,5.7,,
2022,1,322,Change in product mix or specifications,20.6,7.5,,
2022,1,323,Change in product mix or specifications,24.3,7.7,,
2022,1,324,Change in product mix or specifications,20.3,14.1,,
2022,1,325,Change in product mix or specifications,26.0,5.4,,
2022,1,326,Change in product mix or specifications,11.9,4.4,,
2022,1,327,Change in product mix or specifications,11.2,4.4,,
2022,1,331,Change in product mix or specifications,15.1,7.3,,
2022,1,332,Change in product mix or specifications,25.7,3.9,,
2022,1,333,Change in product mix or specifications,26.3,5.0,,
2022,1,334,Change in product mix or specifications,22.7,6.5,,
2022,1,335,Change in product mix or specifications,44.2,11.6,,
2022,1,336,Change in product mix or specifications,25.7,7.6,,
2022,1,337,Change in product mix or specifications,29.6,8.5,,
2022,1,339,Change in product mix or specifications,22.1,6.5,,
2022,1,All,Change in material input,7.7,1.0,,
2022,1,311,Change in material input,8.3,3.2,,
2022,1,312,Change in material input,D,D,,
2022,1,313,Change in material input,8.1,5.9,,
2022,1,314,Change in material input,D,D,,
2022,1,315,Change in material input,D,D,,
2022,1,316,Change in material input,0.0,0.0,,
2022,1,321,Change in material input,9.6,4.3,,
2022,1,322,Change in material input,10.3,6.5,,
2022,1,323,Change in material input,5.0,4.0,,
2022,1,324,Change in material input,D,D,,
2022,1,325,Change in material input,11.1,4.3,,
2022,1,326,Change in material input,5.7,3.4,,
2022,1,327,Change in material input,D,D,,
2022,1,331,Change in material input,D,D,,
2022,1,332,Change in material input,5.4,2.1,,
2022,1,333,Change in material input,12.1,3.9,,
2022,1,334,Change in material input,12.2,5.4,,
2022,1,335,Change in material input,D,D,,
2022,1,336,Change in material input,8.7,4.7,,
2022,1,337,Change in material input,8.4,5.6,,
2022,1,339,Change in material input,10.8,5.2,,
2022,1,All,Other (full capacity: current vs. prior quarter),34.6,1.7,,
2022,1,311,Other (full capacity: current vs. prior quarter),35.5,5.6,,
2022,1,312,Other (full capacity: current vs. prior quarter),34.5,10.6,,
2022,1,313,Other (full capacity: current vs. prior quarter),50.1,22.0,,
2022,1,314,Other (full capacity: current vs. prior quarter),45.6,17.8,,
2022,1,315,Other (full capacity: current vs. prior quarter),55.7,16.3,,
2022,1,316,Other (full capacity: current vs. prior quarter),74.2,22.8,,
2022,1,321,Other (full capacity: current vs. prior quarter),30.2,7.3,,
2022,1,322,Other (full capacity: current vs. prior quarter),24.8,9.1,,
2022,1,323,Other (full capacity: current vs. prior quarter),41.2,9.5,,
2022,1,324,Other (full capacity: current vs. prior quarter),51.1,17.5,,
2022,1,325,Other (full capacity: current vs. prior quarter),23.2,5.2,,
2022,1,326,Other (full capacity: current vs. prior quarter),24.1,6.1,,
2022,1,327,Other (full capacity: current vs. prior quarter),52.6,8.2,,
2022,1,331,Other (full capacity: current vs. prior quarter),28.7,10.5,,
2022,1,332,Other (full capacity: current vs. prior quarter),30.4,4.2,,
2022,1,333,Other (full capacity: current vs. prior quarter),42.1,5.9,,
2022,1,334,Other (full capacity: current vs. prior quarter),56.5,8.7,,
2022,1,335,Other (full capacity: current vs. prior quarter),35.8,11.1,,
2022,1,336,Other (full capacity: current vs. prior quarter),30.0,8.1,,
2022,1,337,Other (full capacity: current vs. prior quarter),24.1,8.3,,
2022,1,339,Other (full capacity: current vs. prior quarter),33.8,7.8,,
2021,4,All,Building capital expenditures,2.5,0.6,,
2021,4,All,Machinery capital expenditures,9.9,1.1,,
2021,4,All,Building retirements,D,D,,
2021,4,All,Machinery retirements,1.3,0.5,,
2021,4,All,"Price changed, product mix same",26.0,1.6,,
2021,4,All,Revised estimation assumptions,11.5,1.2,,
2021,4,All,Change in method of operation,5.1,0.9,,
2021,4,All,Change in product mix or specifications,22.7,1.5,,
2021,4,All,Change in material input,7.0,1.0,,
2021,4,All,Other (full capacity: current vs. prior quarter),39.7,1.9,,
2021,4,All,Not profitable to operate at full capacity,7.8,0.8,,
2021,4,All,Insufficient supply of materials,42.7,1.6,,
2021,4,All,Insufficient orders,49.4,1.6,,
2021,4,All,Insufficient supply of labor,43.6,1.6,,
2021,4,All,Lack of sufficient fuel or energy,D,D,,
2021,4,All,Equipment limitations,9.5,0.9,,
2021,4,All,Storage limitations,4.4,0.7,,
2021,4,All,Logistics/transportation constraints,12.5,1.0,,
2021,4,All,Sufficient inventory of finished goods,3.1,0.5,,
2021,4,All,Strike or work stoppage,0.1,0.1,,
2021,4,All,Seasonal operations,9.1,0.9,,
2021,4,All,Environmental restrictions,0.8,0.3,,
2021,4,All,Other (actual production less than full production),12.9,1.0,,
2021,4,311,Building capital expenditures,D,D,,
2021,4,311,Machinery capital expenditures,6.3,3.0,,
2021,4,311,Building retirements,0.0,0.0,,
2021,4,311,Machinery retirements,D,D,,
2021,4,311,"Price changed, product mix same",32.1,5.5,,
2021,4,311,Revised estimation assumptions,11.6,3.9,,
2021,4,311,Change in method of operation,7.4,3.3,,
2021,4,311,Change in product mix or specifications,22.4,4.7,,
2021,4,311,Change in material input,5.6,2.7,,
2021,4,311,Other (full capacity: current vs. prior quarter),40.8,5.9,,
2021,4,311,Not profitable to operate at full capacity,4.5,1.8,,
2021,4,311,Insufficient supply of materials,31.2,4.8,,
2021,4,311,Insufficient orders,49.0,5.1,,
2021,4,311,Insufficient supply of labor,37.8,4.9,,
2021,4,311,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,311,Equipment limitations,16.1,3.8,,
2021,4,311,Storage limitations,10.3,3.2,,
2021,4,311,Logistics/transportation constraints,13.1,3.3,,
2021,4,311,Sufficient inventory of finished goods,4.3,1.9,,
2021,4,311,Strike or work stoppage,0.0,0.0,,
2021,4,311,Seasonal operations,21.5,4.2,,
2021,4,311,Environmental restrictions,D,D,,
2021,4,311,Other (actual production less than full production),10.9,3.0,,
2021,4,312,Building capital expenditures,D,D,,
2021,4,312,Machinery capital expenditures,6.9,6.7,,
2021,4,312,Building retirements,0.0,0.0,,
2021,4,312,Machinery retirements,0.0,0.0,,
2021,4,312,"Price changed, product mix same",1.8,1.0,,
2021,4,312,Revised estimation assumptions,15.8,9.2,,
2021,4,312,Change in method of operation,D,D,,
2021,4,312,Change in product mix or specifications,32.3,11.8,,
2021,4,312,Change in material input,0.0,0.0,,
2021,4,312,Other (full capacity: current vs. prior quarter),37.8,12.5,,
2021,4,312,Not profitable to operate at full capacity,20.4,7.1,,
2021,4,312,Insufficient supply of materials,24.7,7.7,,
2021,4,312,Insufficient orders,48.2,8.9,,
2021,4,312,Insufficient supply of labor,9.9,4.9,,
2021,4,312,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,312,Equipment limitations,1.7,0.8,,
2021,4,312,Storage limitations,13.0,6.2,,
2021,4,312,Logistics/transportation constraints,D,D,,
2021,4,312,Sufficient inventory of finished goods,7.9,3.9,,
2021,4,312,Strike or work stoppage,D,D,,
2021,4,312,Seasonal operations,20.4,7.2,,
2021,4,312,Environmental restrictions,0.0,0.0,,
2021,4,312,Other (actual production less than full production),26.3,8.0,,
2021,4,313,Building capital expenditures,0.0,0.0,,
2021,4,313,Machinery capital expenditures,D,D,,
2021,4,313,Building retirements,0.0,0.0,,
2021,4,313,Machinery retirements,0.0,0.0,,
2021,4,313,"Price changed, product mix same",49.2,20.4,,
2021,4,313,Revised estimation assumptions,D,D,,
2021,4,313,Change in method of operation,D,D,,
2021,4,313,Change in product mix or specifications,17.7,8.6,,
2021,4,313,Change in material input,23.1,20.7,,
2021,4,313,Other (full capacity: current vs. prior quarter),29.8,20.0,,
2021,4,313,Not profitable to operate at full capacity,D,D,,
2021,4,313,Insufficient supply of materials,37.9,13.9,,
2021,4,313,Insufficient orders,62.1,13.3,,
2021,4,313,Insufficient supply of labor,29.8,12.0,,
2021,4,313,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,313,Equipment limitations,5.7,3.7,,
2021,4,313,Storage limitations,D,D,,
2021,4,313,Logistics/transportation constraints,11.9,6.6,,
2021,4,313,Sufficient inventory of finished goods,12.7,6.9,,
2021,4,313,Strike or work stoppage,0.0,0.0,,
2021,4,313,Seasonal operations,3.0,1.6,,
2021,4,313,Environmental restrictions,0.0,0.0,,
2021,4,313,Other (actual production less than full production),17.0,8.9,,
2021,4,314,Building capital expenditures,0.0,0.0,,
2021,4,314,Machinery capital expenditures,0.0,0.0,,
2021,4,314,Building retirements,0.0,0.0,,
2021,4,314,Machinery retirements,0.0,0.0,,
2021,4,314,"Price changed, product mix same",23.5,15.5,,
2021,4,314,Revised estimation assumptions,0.0,0.0,,
2021,4,314,Change in method of operation,D,D,,
2021,4,314,Change in product mix or specifications,7.8,5.1,,
2021,4,314,Change in material input,12.5,11.8,,
2021,4,314,Other (full capacity: current vs. prior quarter),69.1,15.9,,
2021,4,314,Not profitable to operate at full capacity,0.0,0.0,,
2021,4,314,Insufficient supply of materials,28.9,14.1,,
2021,4,314,Insufficient orders,57.6,15.5,,
2021,4,314,Insufficient supply of labor,32.7,14.3,,
2021,4,314,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,314,Equipment limitations,D,D,,
2021,4,314,Storage limitations,D,D,,
2021,4,314,Logistics/transportation constraints,D,D,,
2021,4,314,Sufficient inventory of finished goods,D,D,,
2021,4,314,Strike or work stoppage,0.0,0.0,,
2021,4,314,Seasonal operations,30.3,15.2,,
2021,4,314,Environmental restrictions,0.0,0.0,,
2021,4,314,Other (actual production less than full production),20.8,13.5,,
2021,4,315,Building capital expenditures,0.0,0.0,,
2021,4,315,Machinery capital expenditures,D,D,,
2021,4,315,Building retirements,0.0,0.0,,
2021,4,315,Machinery retirements,0.0,0.0,,
2021,4,315,"Price changed, product mix same",D,D,,
2021,4,315,Revised estimation assumptions,D,D,,
2021,4,315,Change in method of operation,D,D,,
2021,4,315,Change in product mix or specifications,33.3,18.4,,
2021,4,315,Change in material input,D,D,,
2021,4,315,Other (full capacity: current vs. prior quarter),57.0,19.3,,
2021,4,315,Not profitable to operate at full capacity,D,D,,
2021,4,315,Insufficient supply of materials,24.2,15.3,,
2021,4,315,Insufficient orders,36.4,16.9,,
2021,4,315,Insufficient supply of labor,59.6,16.1,,
2021,4,315,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,315,Equipment limitations,D,D,,
2021,4,315,Storage limitations,D,D,,
2021,4,315,Logistics/transportation constraints,7.3,4.6,,
2021,4,315,Sufficient inventory of finished goods,D,D,,
2021,4,315,Strike or work stoppage,0.0,0.0,,
2021,4,315,Seasonal operations,19.3,14.0,,
2021,4,315,Environmental restrictions,0.0,0.0,,
2021,4,315,Other (actual production less than full production),D,D,,
2021,4,316,Building capital expenditures,0.0,0.0,,
2021,4,316,Machinery capital expenditures,D,D,,
2021,4,316,Building retirements,0.0,0.0,,
2021,4,316,Machinery retirements,0.0,0.0,,
2021,4,316,"Price changed, product mix same",D,D,,
2021,4,316,Revised estimation assumptions,0.0,0.0,,
2021,4,316,Change in method of operation,0.0,0.0,,
2021,4,316,Change in product mix or specifications,10.8,8.6,,
2021,4,316,Change in material input,D,D,,
2021,4,316,Other (full capacity: current vs. prior quarter),85.7,10.9,,
2021,4,316,Not profitable to operate at full capacity,D,D,,
2021,4,316,Insufficient supply of materials,63.0,35.6,,
2021,4,316,Insufficient orders,24.7,27.4,,
2021,4,316,Insufficient supply of labor,68.3,31.7,,
2021,4,316,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,316,Equipment limitations,0.0,0.0,,
2021,4,316,Storage limitations,0.0,0.0,,
2021,4,316,Logistics/transportation constraints,D,D,,
2021,4,316,Sufficient inventory of finished goods,0.0,0.0,,
2021,4,316,Strike or work stoppage,0.0,0.0,,
2021,4,316,Seasonal operations,D,D,,
2021,4,316,Environmental restrictions,0.0,0.0,,
2021,4,316,Other (actual production less than full production),D,D,,
2021,4,321,Building capital expenditures,D,D,,
2021,4,321,Machinery capital expenditures,4.9,2.2,,
2021,4,321,Building retirements,0.0,0.0,,
2021,4,321,Machinery retirements,0.0,0.0,,
2021,4,321,"Price changed, product mix same",64.5,7.6,,
2021,4,321,Revised estimation assumptions,15.0,5.9,,
2021,4,321,Change in method of operation,8.2,5.1,,
2021,4,321,Change in product mix or specifications,20.4,6.3,,
2021,4,321,Change in material input,5.0,2.4,,
2021,4,321,Other (full capacity: current vs. prior quarter),28.6,7.7,,
2021,4,321,Not profitable to operate at full capacity,4.0,1.8,,
2021,4,321,Insufficient supply of materials,36.9,7.4,,
2021,4,321,Insufficient orders,25.6,6.6,,
2021,4,321,Insufficient supply of labor,59.8,7.6,,
2021,4,321,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,321,Equipment limitations,6.5,3.5,,
2021,4,321,Storage limitations,4.6,3.4,,
2021,4,321,Logistics/transportation constraints,11.3,3.3,,
2021,4,321,Sufficient inventory of finished goods,3.7,1.6,,
2021,4,321,Strike or work stoppage,0.0,0.0,,
2021,4,321,Seasonal operations,7.2,3.7,,
2021,4,321,Environmental restrictions,0.0,0.0,,
2021,4,321,Other (actual production less than full production),19.3,6.6,,
2021,4,322,Building capital expenditures,9.7,7.4,,
2021,4,322,Machinery capital expenditures,11.2,5.0,,
2021,4,322,Building retirements,0.0,0.0,,
2021,4,322,Machinery retirements,D,D,,
2021,4,322,"Price changed, product mix same",47.1,11.4,,
2021,4,322,Revised estimation assumptions,11.4,5.8,,
2021,4,322,Change in method of operation,D,D,,
2021,4,322,Change in product mix or specifications,31.6,10.3,,
2021,4,322,Change in material input,D,D,,
2021,4,322,Other (full capacity: current vs. prior quarter),22.0,9.8,,
2021,4,322,Not profitable to operate at full capacity,5.8,4.1,,
2021,4,322,Insufficient supply of materials,41.4,9.8,,
2021,4,322,Insufficient orders,28.1,9.0,,
2021,4,322,Insufficient supply of labor,53.1,9.6,,
2021,4,322,Lack of sufficient fuel or energy,0.0,0.0,,
2021,4,322,Equipment limitations,10.6,5.5,,
2021,4,322,Storage limitations,D,D,,
2021,4,322,Logistics/transportation constraints,18.8,7.8,,
2021,4,322,Sufficient inventory of finished goods,D,D,,
2021,4,322,Strike or work stoppage,0.0,0.0,,
2021,4,322,Seasonal operations,3.9,2.4,,
2021,4,322,Environmental restrictions,D,D,,
2021,4,322,Other (actual production less than full production),4.3,1.9,,
2021,4,323,Building capital expenditures,D,D,,
2021,4,323,Machinery capital expenditures,25.0,8.1,,
